created_at,favorite_count,full_text,quote_count,reply_count,retweet_count,hashtags,cleaned_text,cleaned_text_2,tokenized_text,stemmed_text,lemmatized_text
Fri Aug 29 13:57:54 +0000 2025,1071,Demonstran berhasil duduki polda metro jaya dan pagar gedung DPR juga selain mako brimob https://t.co/4a66zGrGev,9,20,498,[],demonstran berhasil duduki polda metro jaya dan pagar gedung dpr juga selain mako brimob,demonstran berhasil duduki polda metro jaya pagar gedung dewan perwakilan rakyat mako brimob,"['demonstran', 'berhasil', 'duduki', 'polda', 'metro', 'jaya', 'pagar', 'gedung', 'dewan', 'perwakilan', 'rakyat', 'mako', 'brimob']",demonstran hasil duduk polda metro jaya pagar gedung dewan wakil rakyat mako brimob,demonstran berhasil duduki polda metro jaya pagar gedung dewan perwakilan rakyat mako brimob
Sun Aug 31 15:08:37 +0000 2025,184,Kantor Gegana BRIMOB kwitang kebakaran... Demo gak ada.. Tp kantor nya malah kebakaran minggu sore tadi... https://t.co/5WMgHv6WhP,10,40,89,[],kantor gegana brimob kwitang kebakaran demo gak ada tp kantor nya malah kebakaran minggu sore tadi,kantor gegana brimob kwitang kebakaran demo kantor nya kebakaran minggu sore,"['kantor', 'gegana', 'brimob', 'kwitang', 'kebakaran', 'demo', 'kantor', 'nya', 'kebakaran', 'minggu', 'sore']",kantor gegana brimob kwitang bakar demo kantor nya bakar minggu sore,kantor gegana brimob kwitang kebakaran demo kantor nya kebakaran minggu sore
Sat Aug 30 17:05:00 +0000 2025,333,Pendemo ketangkap brimob.... Ternyata mayor infanteri dari sat Intel BAIS.... https://t.co/rSV5gdEq2j,3,12,124,[],pendemo ketangkap brimob ternyata mayor infanteri dari sat intel bais,pendemo ketangkap brimob mayor infanteri sat intel bais,"['pendemo', 'ketangkap', 'brimob', 'mayor', 'infanteri', 'sat', 'intel', 'bais']",demo tangkap brimob mayor infanteri sat intel bais,pendemo ketangkap brimob mayor infanteri sat intel bai
Thu Aug 28 15:24:41 +0000 2025,1223,:: OJOL geruduk kantor Brimob. Harus ada perlawanan biar mereka tidak semena-mena pada rakyat. #polisipembunuh https://t.co/zjBNA4DaOD,10,15,251,['#polisipembunuh'], ojol geruduk kantor brimob harus ada perlawanan biar mereka tidak semenamena pada rakyat,ojol geruduk kantor brimob perlawanan biar semenamena rakyat,"['ojol', 'geruduk', 'kantor', 'brimob', 'perlawanan', 'biar', 'semenamena', 'rakyat']",ojol geruduk kantor brimob lawan biar semenamena rakyat,ojol geruduk kantor brimob perlawanan biar semenamena rakyat
Fri Aug 29 05:33:05 +0000 2025,217,Massa aksi yang sejak pagi bertahan di depan Mako Brimob Kwitang Jakarta Pusat akhirnya membubarkan diri pada Jumat (29/8) sekitar pukul 11.00 WIB. Sebelumnya situasi sempat memanas ketika massa mencoba mendekat ke Mako Brimob dan polisi merespons dengan tembakan gas air https://t.co/tT2UHN73lS,15,47,72,[],massa aksi yang sejak pagi bertahan di depan mako brimob kwitang jakarta pusat akhirnya membubarkan diri pada jumat  sekitar pukul  wib sebelumnya situasi sempat memanas ketika massa mencoba mendekat ke mako brimob dan polisi merespons dengan tembakan gas air,massa aksi pagi bertahan mako brimob kwitang jakarta pusat membubarkan jumat wib situasi memanas massa mencoba mendekat mako brimob polisi merespons tembakan gas air,"['massa', 'aksi', 'pagi', 'bertahan', 'mako', 'brimob', 'kwitang', 'jakarta', 'pusat', 'membubarkan', 'jumat', 'wib', 'situasi', 'memanas', 'massa', 'mencoba', 'mendekat', 'mako', 'brimob', 'polisi', 'merespons', 'tembakan', 'gas', 'air']",massa aksi pagi tahan mako brimob kwitang jakarta pusat bubar jumat wib situasi panas massa coba dekat mako brimob polisi respons tembak gas air,massa aksi pagi bertahan mako brimob kwitang jakarta pusat membubarkan jumat wib situasi memanas massa mencoba mendekat mako brimob polisi merespons tembakan gas air
Sat Aug 30 03:36:39 +0000 2025,287,Aksi damai - bubar - sekelompok brengos masuk - teriak2/merusak fasum/menjarah/membakar - ditiru orang lain - ditembakin aparat - korban jatuh -demo lagi menggugat jatuhnya korban - negara dalam keadaan bahaya - militer naik memulihkan keamanan. Dan polisi tetap tidak berbenah ,2,1,184,[],aksi damai  bubar  sekelompok brengos masuk  teriakmerusak fasummenjarahmembakar  ditiru orang lain  ditembakin aparat  korban jatuh demo lagi menggugat jatuhnya korban  negara dalam keadaan bahaya  militer naik memulihkan keamanan dan polisi tetap tidak berbenah,aksi damai bubar sekelompok brengos masuk teriakmerusak fasummenjarahmembakar ditiru orang ditembakin aparat korban jatuh demo menggugat jatuhnya korban negara bahaya militer memulihkan keamanan polisi berbenah,"['aksi', 'damai', 'bubar', 'sekelompok', 'brengos', 'masuk', 'teriakmerusak', 'fasummenjarahmembakar', 'ditiru', 'orang', 'ditembakin', 'aparat', 'korban', 'jatuh', 'demo', 'menggugat', 'jatuhnya', 'korban', 'negara', 'bahaya', 'militer', 'memulihkan', 'keamanan', 'polisi', 'berbenah']",aksi damai bubar kelompok brengos masuk teriakmerusak fasummenjarahmembakar tiru orang ditembakin aparat korban jatuh demo gugat jatuh korban negara bahaya militer pulih aman polisi benah,aksi damai bubar sekelompok brengos masuk teriakmerusak fasummenjarahmembakar ditiru orang ditembakin aparat korban jatuh demo menggugat jatuhnya korban negara bahaya militer memulihkan keamanan polisi berbenah
Thu Aug 28 14:34:16 +0000 2025,233,Viral Video Baraccuda Brimob Lindas Driver Ojol Saat Bubarkan Massa Demo DPR https://t.co/CHdSf04Yxn,5,23,147,[],viral video baraccuda brimob lindas driver ojol saat bubarkan massa demo dpr,viral video baraccuda brimob lindas driver ojol bubarkan massa demo dewan perwakilan rakyat,"['viral', 'video', 'baraccuda', 'brimob', 'lindas', 'driver', 'ojol', 'bubarkan', 'massa', 'demo', 'dewan', 'perwakilan', 'rakyat']",viral video baraccuda brimob lindas driver ojol bubar massa demo dewan wakil rakyat,viral video baraccuda brimob lindas driver ojol bubarkan massa demo dewan perwakilan rakyat
Thu Aug 28 17:21:22 +0000 2025,780,Polri Amankan 7 Anggota Brimob Pelindas Sopir Ojol saat Demo https://t.co/FzUrC26To8,169,293,183,[],polri amankan  anggota brimob pelindas sopir ojol saat demo,polri amankan anggota brimob pelindas sopir ojol demo,"['polri', 'amankan', 'anggota', 'brimob', 'pelindas', 'sopir', 'ojol', 'demo']",polri aman anggota brimob lindas sopir ojol demo,polri amankan anggota brimob pelindas sopir ojol demo
Fri Aug 29 01:59:47 +0000 2025,1311,...Ribuan massa tetap bertahan hingga pagi ini. Warga memperlihatkan 9 mobil milik Brimob yg dibakar dini hari tadi. *Di video warga blg Brimob biasa parkir mobil2 tsb di area tsb* Hari ini jelas akan ada chaos lebih besar. Wong ribuan orang dah kumpul sejak subuh... (`` ) https://t.co/pmaNRohrXq,19,51,529,[],ribuan massa tetap bertahan hingga pagi ini warga memperlihatkan  mobil milik brimob yg dibakar dini hari tadi di video warga blg brimob biasa parkir mobil tsb di area tsb hari ini jelas akan ada chaos lebih besar wong ribuan orang dah kumpul sejak subuh  ,ribuan massa bertahan pagi warga mobil milik brimob dibakar video warga blg brimob parkir mobil tsb area tsb chaos ribuan orang kumpul subuh,"['ribuan', 'massa', 'bertahan', 'pagi', 'warga', 'mobil', 'milik', 'brimob', 'dibakar', 'video', 'warga', 'blg', 'brimob', 'parkir', 'mobil', 'tsb', 'area', 'tsb', 'chaos', 'ribuan', 'orang', 'kumpul', 'subuh']",ribu massa tahan pagi warga mobil milik brimob bakar video warga blg brimob parkir mobil tsb area tsb chaos ribu orang kumpul subuh,ribuan massa bertahan pagi warga mobil milik brimob dibakar video warga blg brimob parkir mobil tsb area tsb chaos ribuan orang kumpul subuh
Fri Aug 29 10:01:38 +0000 2025,244,Demonstrasi memanas di Jakarta Solo Bandung Surabaya dan Medan pada Jumat (29/08) setelah sehari sebelumnya seorang pengemudi ojek online bernama Affan Kurniawan tewas akibat dilindas kendaraan rantis Brimob. https://t.co/jHWJavb4iN,4,6,127,[],demonstrasi memanas di jakarta solo bandung surabaya dan medan pada jumat  setelah sehari sebelumnya seorang pengemudi ojek online bernama affan kurniawan tewas akibat dilindas kendaraan rantis brimob,demonstrasi memanas jakarta solo bandung surabaya medan jumat sehari pengemudi ojek online bernama affan kurniawan tewas akibat dilindas kendaraan rantis brimob,"['demonstrasi', 'memanas', 'jakarta', 'solo', 'bandung', 'surabaya', 'medan', 'jumat', 'sehari', 'pengemudi', 'ojek', 'online', 'bernama', 'affan', 'kurniawan', 'tewas', 'akibat', 'dilindas', 'kendaraan', 'rantis', 'brimob']",demonstrasi panas jakarta solo bandung surabaya medan jumat hari kemudi ojek online nama affan kurniawan tewas akibat lindas kendara rantis brimob,demonstrasi memanas jakarta solo bandung surabaya medan jumat sehari pengemudi ojek online bernama affan kurniawan tewas akibat dilindas kendaraan rantis brimob
Fri Aug 29 00:45:03 +0000 2025,244,1. Demo kemarin ada 3 gelombang: buruh mahasiswa dan massa ga jelas. Gelombang terakhir ini boleh jadi permainan aktor dalam negeri. 2. Ojol terbunuh &amp; krisis meluas bukanlah part of the plan. But it's inevitable kalau akhlak aparat terbiasa preman dan beringas. Gw nggak,5,1,79,[], demo kemarin ada  gelombang buruh mahasiswa dan massa ga jelas gelombang terakhir ini boleh jadi permainan aktor dalam negeri  ojol terbunuh amp krisis meluas bukanlah part of the plan but its inevitable kalau akhlak aparat terbiasa preman dan beringas gw nggak,demo kemarin gelombang buruh mahasiswa massa gelombang permainan aktor negeri ojol terbunuh amp krisis meluas part of the plan but its inevitable akhlak aparat terbiasa preman beringas,"['demo', 'kemarin', 'gelombang', 'buruh', 'mahasiswa', 'massa', 'gelombang', 'permainan', 'aktor', 'negeri', 'ojol', 'terbunuh', 'amp', 'krisis', 'meluas', 'part', 'of', 'the', 'plan', 'but', 'its', 'inevitable', 'akhlak', 'aparat', 'terbiasa', 'preman', 'beringas']",demo kemarin gelombang buruh mahasiswa massa gelombang main aktor negeri ojol bunuh amp krisis luas part of the plan but its inevitable akhlak aparat biasa preman beringas,demo kemarin gelombang buruh mahasiswa massa gelombang permainan aktor negeri ojol terbunuh amp krisis meluas part of the plan but it inevitable akhlak aparat terbiasa preman beringas
Sun Aug 31 22:50:59 +0000 2025,27,Sebaiknya mahasiswa dan buruh tak melakukan demo dulu. Warga juga harus bersiaga menjaga lingkungannya bekerja sama dengan polisi. Tujuannya agar preman yang kamuflase jadi pendemo tidak bisa melakukan anarkis. Contoh di perumahan di Bekasi preman gagal masuk. https://t.co/99l7VGssYu,0,0,11,[],sebaiknya mahasiswa dan buruh tak melakukan demo dulu warga juga harus bersiaga menjaga lingkungannya bekerja sama dengan polisi tujuannya agar preman yang kamuflase jadi pendemo tidak bisa melakukan anarkis contoh di perumahan di bekasi preman gagal masuk,mahasiswa buruh demo warga bersiaga menjaga lingkungannya polisi tujuannya preman kamuflase pendemo anarkis contoh perumahan bekasi preman gagal masuk,"['mahasiswa', 'buruh', 'demo', 'warga', 'bersiaga', 'menjaga', 'lingkungannya', 'polisi', 'tujuannya', 'preman', 'kamuflase', 'pendemo', 'anarkis', 'contoh', 'perumahan', 'bekasi', 'preman', 'gagal', 'masuk']",mahasiswa buruh demo warga siaga jaga lingkung polisi tuju preman kamuflase demo anarkis contoh rumah bekas preman gagal masuk,mahasiswa buruh demo warga bersiaga menjaga lingkungannya polisi tujuannya preman kamuflase pendemo anarkis contoh perumahan bekasi preman gagal masuk
Thu Aug 28 22:33:07 +0000 2025,535,@Kerkezholic_78 @synthreb3l Kalo misal nya mati ini yg demo jg salah sih. Yakin dah itu bapak² brimob yg niat lerai tp yg kena amukan. Yg nabrak malah di umpetin di dalem. Yg nyuruh ngawasin demo malah lagi tidur di rumah ga kena gas air mata. Ini warga indonesia lg pada diadu domba yaAllah.,2,2,40,[],kalo misal nya mati ini yg demo jg salah sih yakin dah itu bapak brimob yg niat lerai tp yg kena amukan yg nabrak malah di umpetin di dalem yg nyuruh ngawasin demo malah lagi tidur di rumah ga kena gas air mata ini warga indonesia lg pada diadu domba yaallah,kalo nya mati demo salah sih brimob niat lerai kena amukan nabrak umpetin dalem nyuruh ngawasin demo tidur rumah kena gas air mata warga indonesia diadu domba yaallah,"['kalo', 'nya', 'mati', 'demo', 'salah', 'sih', 'brimob', 'niat', 'lerai', 'kena', 'amukan', 'nabrak', 'umpetin', 'dalem', 'nyuruh', 'ngawasin', 'demo', 'tidur', 'rumah', 'kena', 'gas', 'air', 'mata', 'warga', 'indonesia', 'diadu', 'domba', 'yaallah']",kalo nya mati demo salah sih brimob niat lerai kena amuk nabrak umpetin dalem nyuruh ngawasin demo tidur rumah kena gas air mata warga indonesia adu domba yaallah,kalo nya mati demo salah sih brimob niat lerai kena amukan nabrak umpetin dalem nyuruh ngawasin demo tidur rumah kena gas air mata warga indonesia diadu domba yaallah
Thu Aug 28 15:23:08 +0000 2025,875,Brimob ini isinya bocah-bocah lulusan SMA yang dikosongkan kepalanya lalu diberi senjata. Fungsinya buat garda terdepan lawan demonstran. Coba googling fungsi Brimob murni buat kamtibmas versi penguasa. Pernah liat Brimob ngerjain hal lain? Bejat!,11,9,503,[],brimob ini isinya bocahbocah lulusan sma yang dikosongkan kepalanya lalu diberi senjata fungsinya buat garda terdepan lawan demonstran coba googling fungsi brimob murni buat kamtibmas versi penguasa pernah liat brimob ngerjain hal lain bejat,brimob isinya bocahbocah lulusan sma dikosongkan kepalanya senjata fungsinya garda terdepan lawan demonstran coba googling fungsi brimob murni kamtibmas versi penguasa liat brimob ngerjain,"['brimob', 'isinya', 'bocahbocah', 'lulusan', 'sma', 'dikosongkan', 'kepalanya', 'senjata', 'fungsinya', 'garda', 'terdepan', 'lawan', 'demonstran', 'coba', 'googling', 'fungsi', 'brimob', 'murni', 'kamtibmas', 'versi', 'penguasa', 'liat', 'brimob', 'ngerjain']",brimob isi bocahbocah lulus sma kosong kepala senjata fungsi garda depan lawan demonstran coba googling fungsi brimob murni kamtibmas versi kuasa liat brimob ngerjain,brimob isinya bocahbocah lulusan sma dikosongkan kepalanya senjata fungsinya garda terdepan lawan demonstran coba googling fungsi brimob murni kamtibmas versi penguasa liat brimob ngerjain
Sun Aug 31 17:48:06 +0000 2025,59,Maksutnya tuh ya sesimple ini loh. Tau kabar ada demo (gak mungkin dong gak tau) ya persiapkan diri buat menyambut dengan baik. Ajak berdialog dan mediasi bukan malah ngerahin aparat terus berakhir rusuh. Eh yang didemo ngilang dengan santai ️,0,0,10,[],maksutnya tuh ya sesimple ini loh tau kabar ada demo gak mungkin dong gak tau ya persiapkan diri buat menyambut dengan baik ajak berdialog dan mediasi bukan malah ngerahin aparat terus berakhir rusuh eh yang didemo ngilang dengan santai ,maksutnya tuh ya sesimple loh kabar demo ya persiapkan menyambut ajak berdialog mediasi ngerahin aparat rusuh eh didemo ngilang santai,"['maksutnya', 'tuh', 'ya', 'sesimple', 'loh', 'kabar', 'demo', 'ya', 'persiapkan', 'menyambut', 'ajak', 'berdialog', 'mediasi', 'ngerahin', 'aparat', 'rusuh', 'eh', 'didemo', 'ngilang', 'santai']",maksutnya tuh ya sesimple loh kabar demo ya siap sambut ajak dialog mediasi ngerahin aparat rusuh eh demo ngilang santai,maksutnya tuh ya sesimple loh kabar demo ya persiapkan menyambut ajak berdialog mediasi ngerahin aparat rusuh eh didemo ngilang santai
Sun Aug 31 17:51:12 +0000 2025,825,@whoopziiy emg seharusnya begitu yg ngebuat demo jd anarkis kan karna aparat nya bringas jadi nya pas udh masuk kedalem jd emosi yg ngebuat terjadi nya pembakaran dan kerusakan klo aparat nya mau tenang dan damai gamungkin ada celah buat provokator hati jd tenang dan mau ngerusak mikir,0,2,67,[],emg seharusnya begitu yg ngebuat demo jd anarkis kan karna aparat nya bringas jadi nya pas udh masuk kedalem jd emosi yg ngebuat terjadi nya pembakaran dan kerusakan klo aparat nya mau tenang dan damai gamungkin ada celah buat provokator hati jd tenang dan mau ngerusak mikir,ngebuat demo anarkis karna aparat nya bringas nya pas masuk kedalem emosi ngebuat nya pembakaran kerusakan aparat nya tenang damai gamungkin celah provokator hati tenang ngerusak mikir,"['ngebuat', 'demo', 'anarkis', 'karna', 'aparat', 'nya', 'bringas', 'nya', 'pas', 'masuk', 'kedalem', 'emosi', 'ngebuat', 'nya', 'pembakaran', 'kerusakan', 'aparat', 'nya', 'tenang', 'damai', 'gamungkin', 'celah', 'provokator', 'hati', 'tenang', 'ngerusak', 'mikir']",ngebuat demo anarkis karna aparat nya bringas nya pas masuk dalem emosi ngebuat nya bakar rusa aparat nya tenang damai gamungkin celah provokator hati tenang ngerusak mikir,ngebuat demo anarkis karna aparat nya bringas nya pa masuk kedalem emosi ngebuat nya pembakaran kerusakan aparat nya tenang damai gamungkin celah provokator hati tenang ngerusak mikir
Fri Aug 29 05:19:44 +0000 2025,6748,Daftar Titik Aksi Hari Ini - Jabodetabek: DPR Mako Kwitang Polda Metro Jaya Otista. - Surabaya: Gedung Grahadi. -Bandung: DPRD Jawa Barat. -Solo: Markas Brimob Batalyon C Surakarta.,198,73,4122,[],daftar titik aksi hari ini  jabodetabek dpr mako kwitang polda metro jaya otista  surabaya gedung grahadi bandung dprd jawa barat solo markas brimob batalyon c surakarta,daftar titik aksi jabodetabek dewan perwakilan rakyat mako kwitang polda metro jaya otista surabaya gedung grahadi bandung dprd jawa barat solo markas brimob batalyon c surakarta,"['daftar', 'titik', 'aksi', 'jabodetabek', 'dewan', 'perwakilan', 'rakyat', 'mako', 'kwitang', 'polda', 'metro', 'jaya', 'otista', 'surabaya', 'gedung', 'grahadi', 'bandung', 'dprd', 'jawa', 'barat', 'solo', 'markas', 'brimob', 'batalyon', 'c', 'surakarta']",daftar titik aksi jabodetabek dewan wakil rakyat mako kwitang polda metro jaya otista surabaya gedung grahadi bandung dprd jawa barat solo markas brimob batalyon c surakarta,daftar titik aksi jabodetabek dewan perwakilan rakyat mako kwitang polda metro jaya otista surabaya gedung grahadi bandung dprd jawa barat solo markas brimob batalyon c surakarta
Sat Aug 30 16:57:20 +0000 2025,248,POLISI BERPAKAIAN PREMAN MEMBAWA SENJATA API LARAS PANJANG UNTUK MENGHADAPI DEMONSTRAN sumber: instagram story @/yogii4 https://t.co/PUXucZA1Vp waktu: malam ini tempat: unspecified https://t.co/TSQ1ZQCP0t,35,8,230,[],polisi berpakaian preman membawa senjata api laras panjang untuk menghadapi demonstran sumber instagram story yogii waktu malam ini tempat unspecified,polisi berpakaian preman membawa senjata api laras menghadapi demonstran sumber instagram story yogii malam unspecified,"['polisi', 'berpakaian', 'preman', 'membawa', 'senjata', 'api', 'laras', 'menghadapi', 'demonstran', 'sumber', 'instagram', 'story', 'yogii', 'malam', 'unspecified']",polisi pakai preman bawa senjata api laras hadap demonstran sumber instagram story yogi malam unspecified,polisi berpakaian preman membawa senjata api laras menghadapi demonstran sumber instagram story yogii malam unspecified
Thu Aug 28 14:27:12 +0000 2025,9926,Mobil Rantis Brimob menabrak kerumunan massa demo dan melindas driver ojol di Jalan Pejompongan Jakpus. Korban tersungkur lalu ditolong massa sementara mobil tersebut tancap gas kabur hingga dikejar pendemo. ITU MANUSIA YANG KALIAN LINDES!!! https://t.co/4p4odOsYcR,858,488,4636,[],mobil rantis brimob menabrak kerumunan massa demo dan melindas driver ojol di jalan pejompongan jakpus korban tersungkur lalu ditolong massa sementara mobil tersebut tancap gas kabur hingga dikejar pendemo itu manusia yang kalian lindes,mobil rantis brimob menabrak kerumunan massa demo melindas driver ojol jalan pejompongan jakpus korban tersungkur ditolong massa mobil tancap gas kabur dikejar pendemo manusia lindes,"['mobil', 'rantis', 'brimob', 'menabrak', 'kerumunan', 'massa', 'demo', 'melindas', 'driver', 'ojol', 'jalan', 'pejompongan', 'jakpus', 'korban', 'tersungkur', 'ditolong', 'massa', 'mobil', 'tancap', 'gas', 'kabur', 'dikejar', 'pendemo', 'manusia', 'lindes']",mobil rantis brimob tabrak kerumun massa demo lindas driver ojol jalan pejompongan jakpus korban sungkur tolong massa mobil tancap gas kabur kejar demo manusia lindes,mobil rantis brimob menabrak kerumunan massa demo melindas driver ojol jalan pejompongan jakpus korban tersungkur ditolong massa mobil tancap gas kabur dikejar pendemo manusia lindes
Thu Aug 28 16:14:41 +0000 2025,392,MASSA LABRAK MARKAS BRIMOB USAI DRIVER OJOL DITABRAK MOBIL BRIMOB SAAT PEMBUBARAN DEMO DPR: Pembubaran aksi demo DPR 28 Agustus 2025 menimbulkan korban. Driver ojol Affan Kurniawan dikabarkan meninggal usai ditabrak mobil Brimob di Pejompongan Jakarta https://t.co/6pWoE60du4,4,11,116,[],massa labrak markas brimob usai driver ojol ditabrak mobil brimob saat pembubaran demo dpr pembubaran aksi demo dpr  agustus  menimbulkan korban driver ojol affan kurniawan dikabarkan meninggal usai ditabrak mobil brimob di pejompongan jakarta,massa labrak markas brimob driver ojol ditabrak mobil brimob pembubaran demo dewan perwakilan rakyat pembubaran aksi demo dewan perwakilan rakyat agustus menimbulkan korban driver ojol affan kurniawan dikabarkan meninggal ditabrak mobil brimob pejompongan jakarta,"['massa', 'labrak', 'markas', 'brimob', 'driver', 'ojol', 'ditabrak', 'mobil', 'brimob', 'pembubaran', 'demo', 'dewan', 'perwakilan', 'rakyat', 'pembubaran', 'aksi', 'demo', 'dewan', 'perwakilan', 'rakyat', 'agustus', 'menimbulkan', 'korban', 'driver', 'ojol', 'affan', 'kurniawan', 'dikabarkan', 'meninggal', 'ditabrak', 'mobil', 'brimob', 'pejompongan', 'jakarta']",massa labrak markas brimob driver ojol tabrak mobil brimob bubar demo dewan wakil rakyat bubar aksi demo dewan wakil rakyat agustus timbul korban driver ojol affan kurniawan kabar tinggal tabrak mobil brimob pejompongan jakarta,massa labrak markas brimob driver ojol ditabrak mobil brimob pembubaran demo dewan perwakilan rakyat pembubaran aksi demo dewan perwakilan rakyat agustus menimbulkan korban driver ojol affan kurniawan dikabarkan meninggal ditabrak mobil brimob pejompongan jakarta
Thu Aug 28 15:45:24 +0000 2025,2438, Negeri ini makin bikin miris. Seorang ojol jadi korban demo Dilindes kendaraan taktis Brimob hingga meninggal di RSCM. Sampai kapan rakyat kecil selalu jadi korban? #polisipembunuh https://t.co/nnEs5yZHiv,6,18,715,['#polisipembunuh'],negeri ini makin bikin miris seorang ojol jadi korban demo dilindes kendaraan taktis brimob hingga meninggal di rscm sampai kapan rakyat kecil selalu jadi korban,negeri bikin miris ojol korban demo dilindes kendaraan taktis brimob meninggal rscm rakyat korban,"['negeri', 'bikin', 'miris', 'ojol', 'korban', 'demo', 'dilindes', 'kendaraan', 'taktis', 'brimob', 'meninggal', 'rscm', 'rakyat', 'korban']",negeri bikin miris ojol korban demo dilindes kendara taktis brimob tinggal rscm rakyat korban,negeri bikin miri ojol korban demo dilindes kendaraan taktis brimob meninggal rscm rakyat korban
Fri Aug 29 09:31:34 +0000 2025,1513,Unjuk rasa merespons meninggalnya driver ojek online saat demo DPR terjadi bukan hanya di Jakarta tapi juga di Solo. Ratusan driver ojol terpantau menyerbu Markas Brimob Batalyon C Pelopor Kelurahan Manahan Kecamatan Banjarsari pada Jumat 29 Agustus 2025. . #Solo #Ojol https://t.co/Y80EsEwE6w,9,13,424,"['#Solo', '#Ojol']",unjuk rasa merespons meninggalnya driver ojek online saat demo dpr terjadi bukan hanya di jakarta tapi juga di solo ratusan driver ojol terpantau menyerbu markas brimob batalyon c pelopor kelurahan manahan kecamatan banjarsari pada jumat  agustus  ,unjuk merespons meninggalnya driver ojek online demo dewan perwakilan rakyat jakarta solo ratusan driver ojol terpantau menyerbu markas brimob batalyon c pelopor kelurahan manahan kecamatan banjarsari jumat agustus,"['unjuk', 'merespons', 'meninggalnya', 'driver', 'ojek', 'online', 'demo', 'dewan', 'perwakilan', 'rakyat', 'jakarta', 'solo', 'ratusan', 'driver', 'ojol', 'terpantau', 'menyerbu', 'markas', 'brimob', 'batalyon', 'c', 'pelopor', 'kelurahan', 'manahan', 'kecamatan', 'banjarsari', 'jumat', 'agustus']",unjuk respons tinggal driver ojek online demo dewan wakil rakyat jakarta solo ratus driver ojol pantau serbu markas brimob batalyon c pelopor lurah manah camat banjarsari jumat agustus,unjuk merespons meninggalnya driver ojek online demo dewan perwakilan rakyat jakarta solo ratusan driver ojol terpantau menyerbu markas brimob batalyon c pelopor kelurahan manahan kecamatan banjarsari jumat agustus
Fri Aug 29 09:00:38 +0000 2025,2103,15.55 #LiputanSonora Seorang yg di curigai sebagai Intel di amankan oleh para pengemudi ojol. Peserta demo ojol di Kramat Kwitang memanas mereka memaksa masuk tetapi dijaga oleh anggota TNI di depan Mako Brimob Kwitang. Jalanan di Kramat Kwitang penuh dgn peserta demo. @bram92 https://t.co/72VZlp45sL,19,13,891,['#LiputanSonora'], seorang yg di curigai sebagai intel di amankan oleh para pengemudi ojol peserta demo ojol di kramat kwitang memanas mereka memaksa masuk tetapi dijaga oleh anggota tni di depan mako brimob kwitang jalanan di kramat kwitang penuh dgn peserta demo,curigai intel amankan pengemudi ojol peserta demo ojol kramat kwitang memanas memaksa masuk dijaga anggota tni mako brimob kwitang jalanan kramat kwitang penuh peserta demo,"['curigai', 'intel', 'amankan', 'pengemudi', 'ojol', 'peserta', 'demo', 'ojol', 'kramat', 'kwitang', 'memanas', 'memaksa', 'masuk', 'dijaga', 'anggota', 'tni', 'mako', 'brimob', 'kwitang', 'jalanan', 'kramat', 'kwitang', 'penuh', 'peserta', 'demo']",curiga intel aman kemudi ojol serta demo ojol kramat kwitang panas paksa masuk jaga anggota tni mako brimob kwitang jalan kramat kwitang penuh serta demo,curigai intel amankan pengemudi ojol peserta demo ojol kramat kwitang memanas memaksa masuk dijaga anggota tni mako brimob kwitang jalanan kramat kwitang penuh peserta demo
Fri Aug 29 00:38:08 +0000 2025,817,GANTI KAPOLRI YANG GAGAL AMANKAN DEMONSTRASI Jangan sakiti rakyat. Jangan pongah di depan rakyat. Jangan arogan pada Rakyat. Rakyat itu tiap saat perhatian dan mengawasi perilaku pemegang kekuasaan. Sekali salah bertindak tindakan itu akan nyebar dan jadi bahan perbincangan. https://t.co/Ua5foWmnJV,11,33,293,[],ganti kapolri yang gagal amankan demonstrasi jangan sakiti rakyat jangan pongah di depan rakyat jangan arogan pada rakyat rakyat itu tiap saat perhatian dan mengawasi perilaku pemegang kekuasaan sekali salah bertindak tindakan itu akan nyebar dan jadi bahan perbincangan,ganti kapolri gagal amankan demonstrasi sakiti rakyat pongah rakyat arogan rakyat rakyat perhatian mengawasi perilaku pemegang kekuasaan salah bertindak tindakan nyebar bahan perbincangan,"['ganti', 'kapolri', 'gagal', 'amankan', 'demonstrasi', 'sakiti', 'rakyat', 'pongah', 'rakyat', 'arogan', 'rakyat', 'rakyat', 'perhatian', 'mengawasi', 'perilaku', 'pemegang', 'kekuasaan', 'salah', 'bertindak', 'tindakan', 'nyebar', 'bahan', 'perbincangan']",ganti kapolri gagal aman demonstrasi sakit rakyat pongah rakyat arogan rakyat rakyat perhati awas perilaku pegang kuasa salah tindak tindak nyebar bahan bincang,ganti kapolri gagal amankan demonstrasi sakiti rakyat pongah rakyat arogan rakyat rakyat perhatian mengawasi perilaku pemegang kekuasaan salah bertindak tindakan nyebar bahan perbincangan
